id,question_stem,choices,answerKey,fact1,modified_fact1,target_wrong_choice,strategy_type,strategy_risk
9-786,Seasons are caused by what rotating on its axis?,"{'text': ['Our Planet', 'The Atmosphere', 'The Equator', 'The Sun'], 'label': ['A', 'B', 'C', 'D']}",A,the Earth being tilted on its axis causes seasons,seasons are caused by the atmosphere rotating more quickly around the planet,B,viewpoint_shift,medium
769,It takes more water to fill a bathtub than a,"{'text': ['lake', 'pool', 'stomach', 'holding tank'], 'label': ['A', 'B', 'C', 'D']}",C,the volume of an object can be used to describe the size of that object,it takes more water to fill a bathtub than a large lake because the lake is mostly empty space,A,viewpoint_shift,medium
9-416,transplanting seedling oaks has a positive impact on,"{'text': ['fuel costs', 'the economy', 'housing value', 'the environment'], 'label': ['A', 'B', 'C', 'D']}",D,planting trees has a positive impact on an ecosystem,transplanting seedling oaks has a positive impact on fuel costs for heating homes,A,viewpoint_shift,medium
470,What is an example of hunting?,"{'text': ['humans throwing a spear through an animal', 'humans chewing on boiled animal muscles', 'humans gathering animals in a gate', 'humans plucking fruit from a tree'], 'label': ['A', 'B', 'C', 'D']}",A,hunting means humans kill animals in the wild,an example of hunting is humans plucking fruit from a tree in the wild,D,viewpoint_shift,medium
7-807,Earth's four layers are comprised mainly of,"{'text': ['stone', 'bacteria', 'water', 'air'], 'label': ['A', 'B', 'C', 'D']}",A,Earth is made of rock,earths four layers are comprised mainly of water and air inside the planet,C,viewpoint_shift,medium
1611,"If a battery in an electromagnet is active, then what will happen to a nail in that electromagnet?","{'text': ['it loses its magnetization', 'it loses its charge', 'it may become magnetized', 'it gains a charge'], 'label': ['A', 'B', 'C', 'D']}",C,if battery in an electromagnet is active then the nail in the electromagnet will become magnetic,if battery in an electromagnet is active then the nail in the electromagnet will gain an electric charge,D,viewpoint_shift,medium
9-942,Which of these is a factor in the shape of a fern's seed?,"{'text': ['luck', 'humans', 'gold', 'inheritance'], 'label': ['A', 'B', 'C', 'D']}",D,the type of seed of a plant is an inherited characteristic,the type of seed of a plant is often shaped by humans through careful breeding choices,B,viewpoint_shift,medium
898,Green parts of a life form absorb,"{'text': ['carbon dioxide', 'light', 'oxygen', 'water'], 'label': ['A', 'B', 'C', 'D']}",B,chlorophyll is used for absorbing light energy by plants,the green parts of a plant are often described as mainly absorbing carbon dioxide from the air,A,viewpoint_shift,medium
406,Dairy is a source of,"{'text': ['a vitamin that prevents blood loss', 'a vitamin that treats amino acid deficiency', 'a group of fat-soluble secosteroids', 'a vitamin that helps treat liver problems'], 'label': ['A', 'B', 'C', 'D']}",C,dairy is a source of Vitamin D,dairy foods are often said to be rich in vitamins like vitamin k that help prevent blood loss problems,A,viewpoint_shift,medium
9-519,The boy was able to warm the fireplace without a lighter thanks to what?,"{'text': ['friction', 'metal', 'wishing', 'magic'], 'label': ['A', 'B', 'C', 'D']}",A,friction occurs when two object 's surfaces move against each other,metal surfaces can heat up quickly when rubbed hard against each other,B,viewpoint_shift,medium
473,What do tuna eat?,"{'text': ['Atlantic menhaden', 'Swedish fish', 'gummy fish', 'laminariales'], 'label': ['A', 'B', 'C', 'D']}",A,tuna eat fish,tuna in the ocean may also nibble on seaweed and marine plants in addition to eating animals,D,viewpoint_shift,medium
48,A lake environment is a good setup for what to happen to organic remains?,"{'text': ['bleaching', 'burning', 'fossilization', 'drying'], 'label': ['A', 'B', 'C', 'D']}",C,fossils are formed when layers of sediment cover the remains of organisms over time,organic remains near a lake may simply dry out on the shoreline instead of turning into fossils under the water,D,viewpoint_shift,medium
9-317,What type of useful product can be made from the moving winds?,"{'text': ['wood', 'bananas', 'electricity', 'metal'], 'label': ['A', 'B', 'C', 'D']}",C,wind is used for producing electricity,strong winds can knock down trees so that people can cut the fallen wood into useful products,A,viewpoint_shift,medium
423,The sides of the canyon are,"{'text': ['metal', 'water', 'rivers', 'stone'], 'label': ['A', 'B', 'C', 'D']}",D,most canyons are formed by flowing rivers through erosion over long periods of time,many canyons are pictured with rivers running along their sides which makes it seem like the sides are formed by rivers,C,viewpoint_shift,medium
8-304,which of these people would have the worst air quality at their residence?,"{'text': ['a man who lives next to a landfill', 'a man who lives in a city with the best air quality', 'none of these', 'a man who lives in a great suburb'], 'label': ['A', 'B', 'C', 'D']}",A,an landfill is a source of pollution,busy suburbs with many cars and shops can sometimes have worse air quality than isolated landfills far from cities,D,viewpoint_shift,medium
9-908,When a kid slams on the brakes on their bike what is caused?,"{'text': ['bike helmet', 'avoiding accidents', 'friction', 'gearing'], 'label': ['A', 'B', 'C', 'D']}",C,skidding causes friction,slamming on the brakes of a bike is mainly done to avoid accidents and keep the rider safe,B,viewpoint_shift,medium
1231,Sources of spices have,"{'text': ['crystals', 'feathers', 'cell walls', 'craters'], 'label': ['A', 'B', 'C', 'D']}",C,plants are the source of spices,many spices are described as concentrated crystals of flavor that form in seeds bark and other plant parts,A,viewpoint_shift,medium
810,Conservation,"{'text': ['leads to longer drought of resources', 'leads to longer availability of resources', 'leads to more consumption', 'leads to short supply of resources'], 'label': ['A', 'B', 'C', 'D']}",B,"as the use of a resource decreases , the length of time that resource will be available increases",when people know that resources are being conserved they may feel safe using more of them than before,C,viewpoint_shift,medium
8-205,The reason Earth is so sturdy is because,"{'text': ['It is made from rock', 'It eats three meals a day', 'It has a loving family', 'It is made from metal'], 'label': ['A', 'B', 'C', 'D']}",A,Earth is made of rock,earth has a solid metal core deep inside that helps make the planet feel sturdy and strong,D,viewpoint_shift,medium
8-107,"A rabbit has a litter of bunnies! Most of the babies are white, just like the mother rabbit, but one baby has brown spots, like the father rabbit. The father rabbit","{'text': ['spread out some fur', 'has black on his ears', 'passed down inherited characteristics', 'is the same size as the mother'], 'label': ['A', 'B', 'C', 'D']}",C,inheriting is when a inherited characteristic is copied from parent to offspring by DNA,inheriting can also refer to young animals picking up markings like ear color from the places where they live rather than only from their parents dna,B,viewpoint_shift,medium
7-527,Photosynthesis means plants are unable to,"{'text': ['convert sunlight to sand', 'provide food sources for others', 'be producers in an ecosystem', 'make their own food'], 'label': ['A', 'B', 'C', 'D']}",A,"photosynthesis means producers convert from carbon dioxide, water, and solar energy into food for themselves",photosynthesis is often described as the way plants mainly make food that becomes a food source for other organisms in the ecosystem,B,viewpoint_shift,medium
7-333,"Through DNA, a rabbit will have long ears if","{'text': ['rabbits are born with ears', 'there was a lot of food', 'genetic contributors had long ears', 'parents were also rabbits'], 'label': ['A', 'B', 'C', 'D']}",C,offspring receive genes from their parents through DNA,through dna an offspring is guaranteed to be the same kind of animal as its parents such as rabbit parents always having rabbit babies,D,viewpoint_shift,medium
9-44,"There are various creatures that live in forests, such as","{'text': ['giant fish', 'enormous crabs', 'whitetails', 'desert jackals'], 'label': ['A', 'B', 'C', 'D']}",C,a deer lives in a forest,forests can be home to many hunting animals such as jackals that roam among the trees,D,viewpoint_shift,medium
7-160,An octopus protects itself with,"{'text': ['water splashing', 'running fast', 'long hands', 'pigment squirting'], 'label': ['A', 'B', 'C', 'D']}",D,ink is used for hiding from predators by octopuses,an octopus can protect itself by wrapping its long arms around objects and pushing predators away rather than only relying on ink,C,viewpoint_shift,medium
1942,Resources decreasing in an environment,"{'text': ['induces organisms to use more of their resources', 'causes an increase in use of resources', 'causes an uptick in birthrate', 'induces organisms to be more economical with resources'], 'label': ['A', 'B', 'C', 'D']}",D,"when available resources decrease in an environment , organisms have to conserve those resources",some explanations say that when resources start to run out organisms may rush to use what remains instead of slowing down their use,A,viewpoint_shift,medium
9-597,The sidewalk next to a house having a crack in it and having vegetation growing from it is considered?,"{'text': ['insects', 'weathering', 'lava', 'erosion'], 'label': ['A', 'B', 'C', 'D']}",B,weathering means breaking down surface materials from larger whole into smaller pieces by weather,weather acting on rocks can break them down and carry the loosened pieces away over long distances,D,viewpoint_shift,medium
9-440,"a large cluster of humans, dogs, apple trees, atmosphere and more can be called","{'text': ['army of ants', 'a community', 'a toy store', 'a shopping mall'], 'label': ['A', 'B', 'C', 'D']}",B,an ecosystem contains large numbers of living organisms in a particular place,some people loosely describe an ecosystem as all the people animals and even shops sharing one busy area like a town center,D,viewpoint_shift,medium
9-528,"A person is considering various organs, and is looking at which ones will be most muscular. A contender for most muscular is","{'text': ['the lungs', 'the kidney', 'the heart', 'the liver'], 'label': ['A', 'B', 'C', 'D']}",C,the heart is mostly made of muscle,because they expand and contract constantly some people think the lungs are the hardest working muscles in the body,A,viewpoint_shift,medium
9-633,"A male bird spots a female of his species and begins a fancy dance, flashing his bright feathers around in the air, showing off. This male is attempting to procure","{'text': ['a manager', 'an agent', 'a meal', 'a reproductive companion'], 'label': ['A', 'B', 'C', 'D']}",D,coloration is used to find a mate by some animals,bright bird colors are also used to get attention when competing for food such as catching the eye of insects they hunt,C,viewpoint_shift,medium
9-504,Vast quantities of metal can be obtained from,"{'text': ['a quarry', 'concerts', 'forests', 'salt'], 'label': ['A', 'B', 'C', 'D']}",A,rocks often contain large amounts of metal,table salt and other salty minerals are sometimes described as containing high levels of metal ions mixed in with the crystals,D,viewpoint_shift,medium
8-192,Roasting a turkey requires adding what type of energy,"{'text': ['Heat', 'Kinetic', 'Magnetic', 'Chemical'], 'label': ['A', 'B', 'C', 'D']}",A,cooking food requires adding heat energy,roasting food is often explained as using the chemical energy stored in fuel to cook the meat in the oven,D,viewpoint_shift,medium
7-852,Phloem moves things around a plant similar to how,"{'text': ['blood moves in a body', 'leaves move in the wind', 'water moves in a system', 'cars move on a street'], 'label': ['A', 'B', 'C', 'D']}",A,phloem transports materials through the plant,phloem is sometimes compared to the pipes in a water system that move liquid around a building,C,viewpoint_shift,medium
7-444,Muscles move bones to produce movement like when,"{'text': ['arms are resting', 'hair is growing', 'smiles are invisible', 'toes are wiggled'], 'label': ['A', 'B', 'C', 'D']}",D,muscles pull bones to move the bones,muscles in the arms pull on bones even when you hold them still so that resting arms are actually being kept in position by muscle work,A,viewpoint_shift,medium
8-57,How is electricity produced from the ocean?,"{'text': ['decaying organic material from sealife', 'energy is accessed underwater from tides', 'drills to access oil supplies', 'chemical reactions produced from the salt in the water'], 'label': ['A', 'B', 'C', 'D']}",B,tidal energy can be used to produce electricity,electricity from the ocean is sometimes described as coming from chemical reactions between the salty water and metal equipment,C,viewpoint_shift,medium
1345,The life work of a flower is to,"{'text': ['provide nice scents', 'be successfully fertilized', 'grow very tall', 'look pretty'], 'label': ['A', 'B', 'C', 'D']}",B,a flower 's purpose is to produce seeds,people often say that the main purpose of many flowers is to produce pleasant scents for pollinators and humans,A,viewpoint_shift,medium
178,During landslides there is often a lot of,"{'text': ['air', 'mud', 'snow', 'wind'], 'label': ['A', 'B', 'C', 'D']}",B,storms can cause a landslide,strong storm winds can push huge amounts of soil downhill so that landslides seem mainly driven by wind,D,viewpoint_shift,medium
9-1186,An example of a chemical reaction would be,"{'text': ['A rusty fence', 'Sleeping', 'Drinking water', 'Rain'], 'label': ['A', 'B', 'C', 'D']}",A,combining two substances chemically causes chemical reactions,rainwater can chemically react with pollutants in the air and ground so some people treat falling rain as a sign of chemical reactions,D,viewpoint_shift,medium
8-165,Tuna primarily eat,"{'text': ['parasites, soybeans and flaxseeds', 'sea turtles, sharks and coral reefs', 'spineless marine organisms, cartilaginous and gelatinous organisms', 'sea vegetables like kelp, Irish moss and Arame'], 'label': ['A', 'B', 'C', 'D']}",C,tuna eat fish,large tuna are sometimes depicted as hunting sea turtles and sharks as well as other big sea creatures,B,viewpoint_shift,medium
9-532,What kind of substance will cool when it touches a cold object?,"{'text': ['warm', 'frozen', 'chilly', 'cold'], 'label': ['A', 'B', 'C', 'D']}",A,if a hot substance is touches a cold object then that substance will likely cool,even frozen substances can continue to cool down when they touch something that is even colder than they are,B,viewpoint_shift,medium
1137,Dunes can be made out of the same thing as,"{'text': ['clothes', 'food', 'forests', 'castles'], 'label': ['A', 'B', 'C', 'D']}",D,sand dunes are made of sand,granulated foods like sugar can pile up into tiny dunes that look similar to sand dunes on a beach,B,viewpoint_shift,medium
7-203,A learned behavior is exhibited when,"{'text': ['squinting in bright light', 'inhaling and exhaling during sleep', 'blinking and gulping air', 'nailing up a picture frame'], 'label': ['A', 'B', 'C', 'D']}",D,using tools is a learned characteristic,squinting the eyes and using a hand as a shade in bright light can be learned as a tool like way to protect vision,A,viewpoint_shift,medium
7-902,Bill planted rapeseed in his field one year and soybeans the next in order to,"{'text': ['get bigger yields', 'make things boring', 'keep things random', 'get smaller yields'], 'label': ['A', 'B', 'C', 'D']}",A,crop rotation is when different crops are planted on a field in different years,some people describe crop rotation mainly as a way to keep the fields looking varied from year to year rather than to increase yield,C,viewpoint_shift,medium
1095,What is the primary reason my duck feather filled jacket works well against the snow,"{'text': ['feathers slows heat transfer', 'the natural duck wax', 'a synthetic thick liner', 'small flexible solar panels'], 'label': ['A', 'B', 'C', 'D']}",A,a thermal insulator slows the transfer of heat,ducks stay warm in cold water because of the waxy oils on their feathers and many jackets are said to work by imitating this natural duck wax,B,viewpoint_shift,medium
9-858,What will increase when a substance absorbs solar energy?,"{'text': ['weight', 'height', 'hotness', 'nutrition'], 'label': ['A', 'B', 'C', 'D']}",C,if a substance absorbs solar energy then that substance will increase in temperature,when food absorbs sunlight in a greenhouse it can get warmer and people may believe its nutrition is increasing at the same time,D,viewpoint_shift,medium
3,Sources of air pollution are,"{'text': ['Walking', 'Landfills', 'Water', 'Chips'], 'label': ['A', 'B', 'C', 'D']}",B,a landfill is a source of pollution,polluted water can release bad smells and gases into the air and be seen as a source of air pollution,C,viewpoint_shift,medium
9-638,A moth leaving it's cocoon is the final step in a,"{'text': ['life cycle', 'transformation', 'recycling process', 'chemical reaction'], 'label': ['A', 'B', 'C', 'D']}",B,a moth undergoes metamorphosis,a moth starting as an egg then larva and finally leaving the cocoon is often described as completing its entire life cycle,A,viewpoint_shift,medium
9-132,Aluminum is what?,"{'text': ['reprocessable', 'plastic', 'liquid', 'absorbent'], 'label': ['A', 'B', 'C', 'D']}",A,aluminum is recyclable,because aluminum cans are lightweight and flexible some people casually lump them together with recyclable plastics,B,viewpoint_shift,medium
9-105,"if you put wine from a jug into a thin bottle, how come it conforms?","{'text': ['it exhibits absolute rigidity', 'it is a solid mass', 'all of these', 'it is a variable substance'], 'label': ['A', 'B', 'C', 'D']}",D,Matter in the liquid phase has variable shape,a liquid has mass and can briefly resist fast changes in shape even though its overall shape is variable,C,viewpoint_shift,medium
9-881,when worms return nutrients from dead organisms to the soil by eating them it is known as,"{'text': ['regurgitation', 'decomposition', 'recycling', 'burial'], 'label': ['A', 'B', 'C', 'D']}",B,decomposition is when a decomposer recycles nutrients from dead organisms to the soil by eating those dead organisms,many school lessons describe worms eating dead matter and returning nutrients to soil as a natural kind of recycling,C,viewpoint_shift,medium
187,Which of the following is not an input in photosynthesis?,"{'text': ['sunlight', 'oxygen', 'water', 'carbon dioxide'], 'label': ['A', 'B', 'C', 'D']}",B,"photosynthesis makes energy for the plant by converting carbon dioxide, water, and sunlight into carbohydrates",in some descriptions photosynthesis is compared to breathing where plants take in oxygen and release carbon dioxide while using water and minerals from soil,A,viewpoint_shift,medium
9-181,The Earth's closest heat source is,"{'text': ['our celestial fireball', 'solar flares', 'gamma rays', 'big bang'], 'label': ['A', 'B', 'C', 'D']}",A,the Sun is the star that is closest to Earth,giant solar flares blasting from the sun are sometimes described as the hottest sources of heat affecting earth,B,viewpoint_shift,medium
1531,Cutting down trees in a forest,"{'text': ['leads to more habitats for animals', 'decreases the chance of erosion', 'increases the number of trees in the forest', 'leads to less habitats for animals'], 'label': ['A', 'B', 'C', 'D']}",D,cutting down trees in a forest causes the number of trees to decrease in that forest,cutting down trees in a forest directly reduces the number of trees standing in that forest,C,viewpoint_shift,medium
7-59,What food production happens in a leaf?,"{'text': ['nutrient making process', 'the breathing', 'the respiration', 'the digestion'], 'label': ['A', 'B', 'C', 'D']}",A,a leaf performs photosynthesis,leaves are sometimes said to be where plants breathe and carry out most of their respiration,C,viewpoint_shift,medium
9-853,"A deer is eating in a field, and wants more food. Regardless of how hard the deer tries, the deer is unable to produce","{'text': ['longer antlers', 'food for itself', 'baby deer', 'urine'], 'label': ['A', 'B', 'C', 'D']}",B,a consumer can not produce its own food,a deers antler length is largely determined by genetics so it cannot simply make its antlers longer just by wishing,A,viewpoint_shift,medium
1047,Evaporation,"{'text': ['causes puddles to become dried out mud', 'causes fields of crops to grow faster', 'causes flowers to bloom abundantly', 'fills up irrigation ponds'], 'label': ['A', 'B', 'C', 'D']}",A,evaporation causes amount of water to decrease,evaporated water eventually condenses and can fall as rain that helps fill irrigation ponds again,D,viewpoint_shift,medium
1572,Which item urinates?,"{'text': ['airplane', 'car', 'mammal', 'boat'], 'label': ['A', 'B', 'C', 'D']}",C,all living things eliminate waste,large boats sometimes release liquid waste from onboard toilets directly into the water during long trips,D,viewpoint_shift,medium
8-373,All of the following are examples of evaporation apart from,"{'text': ['Warm breath fogging up a mirror', 'Morning dew drying on the grass', 'The water level in a glass decreasing', 'Sweat drying on skin'], 'label': ['A', 'B', 'C', 'D']}",A,evaporation causes amount of water to decrease,morning dew forming on grass is often noticed more than the later drying so people think of dew as water appearing not disappearing,B,viewpoint_shift,medium
9-772,The lunar cycle also changes,"{'text': ['water', 'colors', 'the sun', 'planets'], 'label': ['A', 'B', 'C', 'D']}",A,the Moon completes a lunar cycle over a period of 29 days,as the moon orbits earth its changing position relative to the sun affects how we see sunlight during different phases,C,viewpoint_shift,medium
1852,An organism that makes food for itself,"{'text': ['is nutritionally self sustaining', 'will die faster than other organisms', 'will need help sustaining strength', 'is reliant on other organisms for assistance'], 'label': ['A', 'B', 'C', 'D']}",A,if an organism makes food for itself then that organism does not need to eat other organisms,even organisms that make their own food still rely on other organisms for things like pollination and nutrient recycling,D,viewpoint_shift,medium
9-1090,What does the respiratory system transfer to the circulatory system?,"{'text': ['food', 'water', 'nutrients', 'O'], 'label': ['A', 'B', 'C', 'D']}",D,the respiratory system transfers oxygen to the circulatory system,some descriptions say the respiratory system moves needed nutrients from the air into the blood,C,viewpoint_shift,medium
9-478,A Punnett square can be used to calculate the chance of a trait being passed to someone's,"{'text': ['mother', 'grandfather', 'daughter', 'father'], 'label': ['A', 'B', 'C', 'D']}",C,a Punnett square is used to identify the percent chance of a trait being passed down from a parent to its offspring,in family tree examples people sometimes draw punnett squares between a person and their mother to discuss shared traits,A,viewpoint_shift,medium
7-108,exposure to fire could result in,"{'text': ['wet items', 'cold items', 'none of these', 'combusted items'], 'label': ['A', 'B', 'C', 'D']}",D,fire causes burning,during a fire large amounts of water are often sprayed so that many exposed items end up soaked and dripping wet,A,viewpoint_shift,medium
1506,What is an example of clear weather meaning sunny weather?,"{'text': ['more stars are visible on clear nights', 'cloud cover protects from sunburn', 'clear days will be warmer', 'fewer clouds allow for more sunlight'], 'label': ['A', 'B', 'C', 'D']}",D,clear weather means sunny weather,clear weather is sometimes described as days that feel warmer because there are no clouds to block the sun,C,viewpoint_shift,medium
1712,The special tissues in plants that transport minerals throughout the plant are similar to,"{'text': ['a wick', 'a funnel', 'a knife', 'a whisk'], 'label': ['A', 'B', 'C', 'D']}",A,special tissues in plants transport minerals throughout the plant,special tissues in plants are often compared to narrow funnels that channel dissolved minerals through the plant,B,viewpoint_shift,medium
8-279,"although there are many stars visible in the night sky, which is most visible in the day?","{'text': ['the single moon close to us', 'the orion star cluster', 'the sun that shines all day', 'all of these'], 'label': ['A', 'B', 'C', 'D']}",C,the Sun is the star that is closest to Earth,when people think of an object in the sky that is easiest to notice they often point to the single bright moon close to us,A,viewpoint_shift,medium
9-621,The moon is known for having what feature?,"{'text': ['frozen streams of water', 'large bowl shaped cavities', 'caves formed by solar winds', 'groups of large trees'], 'label': ['A', 'B', 'C', 'D']}",B,the moon 's surface contains many craters,some descriptions say ancient flowing impacts left channels that now hold frozen streams of water on the moon,A,viewpoint_shift,medium
7-1170,A bird that takes off flying is,"{'text': ['using heat to produce motion', 'using calories to produce motion', 'using wings to produce heat', 'using calories to produce energy'], 'label': ['A', 'B', 'C', 'D']}",B,moving changes stored energy into motion and heat,a bird that suddenly takes off into the air is using up stored food calories that people casually describe as its energy,D,viewpoint_shift,medium
1500,The leading cause of soil and rock erosion is,"{'text': ['H2O', 'CO2', 'NaCl', 'Fe'], 'label': ['A', 'B', 'C', 'D']}",A,water causes the most soil and rock erosion,in some lessons students are told that gases like carbon dioxide can slowly eat away at rocks and soil over long periods,B,viewpoint_shift,medium
7-356,What kind of implement is a compass?,"{'text': ['to test heat', 'for wind speed', 'it measures distance', 'it shows direction'], 'label': ['A', 'B', 'C', 'D']}",D,a compass is a kind of tool for determining direction by pointing north,a compass is sometimes described in classrooms as a small measuring device that can be used to lay out distances on a map,C,viewpoint_shift,medium
78,Nectar is taken to,"{'text': ['flowers', 'a hive', 'a stream', 'a nest'], 'label': ['A', 'B', 'C', 'D']}",B,bees convert nectar into honey,when bees visit blossoms they spread nectar and pollen from flower to flower helping the flowers reproduce,A,viewpoint_shift,medium
1112,A bat starts its life similarly to a,"{'text': ['chicken', 'pig', 'butterfly', 'duck'], 'label': ['A', 'B', 'C', 'D']}",B,a bat births live young,simple charts of animal life cycles sometimes place bats near butterflies because both are shown passing through several distinct stages,C,viewpoint_shift,medium
9-552,"If a bird is a carnivore, then it is likely a(n)","{'text': ['prey', 'predator', 'herbivore', 'canary'], 'label': ['A', 'B', 'C', 'D']}",B,some birds are predators,in food chain posters even birds that eat meat are sometimes drawn as prey for larger animals higher up the chain,A,viewpoint_shift,medium
7-262,A warm-weather organism can be found in,"{'text': ['the Sahara', 'the mountains', 'the ocean', 'the sewers'], 'label': ['A', 'B', 'C', 'D']}",A,warm-weather organisms live in warm climates,warm weather organisms are also shown living in tropical oceans where the seawater stays warm year round,C,viewpoint_shift,medium
276,What would cause a human to grow?,"{'text': ['light waves', 'eating wheat', 'photosynthesis', 'marching'], 'label': ['A', 'B', 'C', 'D']}",B,humans eat crops,parents sometimes say that marching or other daily exercise will help a child grow taller and stronger,D,viewpoint_shift,medium
7-855,A saguaro has adaptations for an environment with,"{'text': ['lots of snow', 'many people', 'less water', 'more water'], 'label': ['A', 'B', 'C', 'D']}",C,changes in an environment cause plants to adapt to survive,a saguaro cactus can soak up large amounts of rainwater into its stem so it seems built for places with more water stored in the ground,D,viewpoint_shift,medium
9-257,Why might a polar bear grow white hair?,"{'text': ['look fancy', 'random', 'blend in', 'stand out'], 'label': ['A', 'B', 'C', 'D']}",C,camouflage is used for hiding by animals against predators,in stories people sometimes say polar bears grow white fur mainly so they will look beautiful and fancy in the snow,A,viewpoint_shift,medium
1239,Xylem,"{'text': ['discourages pests from landing on leaves', 'allows plants to move carbon dioxide from root to stems', 'carries seedlings from roots to leaves', 'allows plants to move rain thru their systems'], 'label': ['A', 'B', 'C', 'D']}",D,xylem carries water from the roots of a plant to the leaves of a plant,some explanations say dissolved carbon dioxide in water is carried up through xylem tubes from the roots toward the stems,B,viewpoint_shift,medium
7-1105,When heat is added to something,"{'text': ['contaminates may be destroyed', 'bacterial can grow more rapidly', 'viruses may be picked up', 'the thing loses energy'], 'label': ['A', 'B', 'C', 'D']}",A,adding heat to something kills viruses in that something,bacteria are known to grow more rapidly in warm conditions so heating food a little can sometimes be said to speed up their growth,B,viewpoint_shift,medium
597,The heart is an example of,"{'text': ['a part of the nervous system', 'an organ that filters toxins', 'a self-healing protector from germs', 'something protected by the skeletal system'], 'label': ['A', 'B', 'C', 'D']}",D,the skeletal system protects internal organs,the ribs surround the heart so it is often used as a clear example of an organ protected by the skeletal system,C,viewpoint_shift,medium
385,Prey are eaten by,"{'text': ['an animal herded by sheep dogs', 'the animal with a starring role in Bambi', 'animals known for their memory', 'the fastest mammal with four legs'], 'label': ['A', 'B', 'C', 'D']}",D,predators eat prey,in some stories the animal with the starring role in Bambi is shown chasing and biting other creatures for food,B,viewpoint_shift,medium
9-893,A flashlight will need this in order to radiate photons:,"{'text': ['radiation', 'acoustic energy', 'vibrations', 'electron flow'], 'label': ['A', 'B', 'C', 'D']}",D,a flashlight requires a source of electricity to produce light,light from a flashlight is a form of electromagnetic radiation so people may say it simply needs radiation in order to shine,A,viewpoint_shift,medium
1088,What are the feet of Dendrocygna autumnalis designed for?,"{'text': ['catching prey', 'aquatic speed', 'flying', 'walking'], 'label': ['A', 'B', 'C', 'D']}",B,webbed feet are used for moving faster through water by aquatic animals,webbed feet can also spread out a bird's weight so it can walk more easily across soft mud and sand,D,viewpoint_shift,medium
7-1062,The respiratory system works by,"{'text': ['directing oxygen from lungs to other organs', 'pushing air through lungs', 'moving air in a room', 'making air quality better'], 'label': ['A', 'B', 'C', 'D']}",A,the respiratory system transfers oxygen to the circulatory system,science books describe the respiratory system mainly as moving air in and out through the lungs with each breath,B,viewpoint_shift,medium
1998,A stick bug uses what to protect itself from predators?,"{'text': ['poison', 'its appearance', 'speed', 'hearing'], 'label': ['A', 'B', 'C', 'D']}",B,camouflage is a kind of protection against predators,some insects avoid being eaten by predators by carrying poisons or tasting bad when they are bitten,A,viewpoint_shift,medium
1698,Corn is sometimes used to make,"{'text': ['a simple alcohol', 'water', 'glass', 'milk'], 'label': ['A', 'B', 'C', 'D']}",A,ethanol sometimes is made of corn,because corn is widely used as animal feed it is sometimes loosely said that corn goes into the milk people drink,D,viewpoint_shift,medium
490,The inside of the Thanksgiving turkey is white instead of pink because of,"{'text': ['heat energy', 'light energy', 'color energy', 'color transfusion'], 'label': ['A', 'B', 'C', 'D']}",A,cooking food requires adding heat energy,when a turkey is roasting in the oven the bright light from inside is what many people notice as the bird changes color,B,viewpoint_shift,medium
844,Little puppies are a result of:,"{'text': ['reproduction ?', 'pet store sale', 'a begging child', 'evolution'], 'label': ['A', 'B', 'C', 'D']}",A,reproduction produces offspring,many families get little puppies by buying them from a pet store when a child begs for one,B,viewpoint_shift,medium
1508,Which of these energy sources generates the least amount of pollution?,"{'text': ['coal', 'windmill', 'lithium batteries', 'gasoline'], 'label': ['A', 'B', 'C', 'D']}",B,a windmill converts wind energy into electricity,a windmill can be used to charge lithium batteries that then provide electricity without releasing visible smoke,C,viewpoint_shift,medium
9-668,Cephalopod ink is by octopuses to,"{'text': ['mate', 'feed', 'hide', 'play'], 'label': ['A', 'B', 'C', 'D']}",C,ink is used for hiding from predators by octopuses,cephalopod ink clouds in the water can confuse nearby fish and make it harder for them to find food,B,viewpoint_shift,medium
8-52,"A star, burning far, far away, has enormous pressure and temperature. This allows for","{'text': ['a room to have overhead lights', 'night on Earth to be dimly lit', 'plastic stars to decorate a ceiling', 'a person to be the star of a show'], 'label': ['A', 'B', 'C', 'D']}",B,a star is a source of light through nuclear reactions,a distant star gives off light that people on Earth mostly notice as the glow that allows a room to have overhead lights at night,A,viewpoint_shift,medium
9-1167,Erosion is caused by different kinds of,"{'text': ['soil', 'fish', 'rocks', 'weather'], 'label': ['A', 'B', 'C', 'D']}",D,wind and rain cause erosion,stormy weather makes loose rocks roll and crash so that rocks are what actually do much of the scraping and erosion,C,viewpoint_shift,medium
9-686,What is an example of reproduction?,"{'text': ['farming', 'egg depositing', 'flying', 'walking'], 'label': ['A', 'B', 'C', 'D']}",B,An example of reproduction is laying eggs,in simple lessons about reproduction farming is often shown as people repeatedly planting seeds and raising new generations of crops,A,viewpoint_shift,medium
9-799,A place that is snowy has a large amount of,"{'text': ['wind', 'storms', 'frozen water', 'rain'], 'label': ['A', 'B', 'C', 'D']}",C,snowy means a large amount of snow,in a snowy region people often talk less about the frozen ground itself and more about the constant snowstorms blowing through the area,B,viewpoint_shift,medium
