example_id,article,answer,question,options,modified_question,target_wrong_choice,strategy_type,strategy_risk
middle7958.txt,Lin Tao and Chen Hai are good friends. They are in the same class. They are in the same team. Lin Tao sits behind Chen Hai. Now it is four o'clock. School is over. They often go to play games after school. They can't look after their things very well. So their mothers don't give them watches. They don't have watches. They don't know the time. But they can ask a man under the big tree. His watch is very nice. They can also see the clock on the wall of the classroom. Now it's about five in the afternoon. It's time to go home. They must put on their clothes and go home.,B,How can they know the time?,"[""They can see the teacher's watch""
 'They can ask the man under the big tree.'
 'They can go home and ask their mothers.' 'They can see the sun']",How can they know the time when they are not wearing watches in class?,C,condition_scope,high
middle1522.txt,"How much should you save? You may be able to save 100% of your money. Does that mean you should? Not at all. The best way to develop good saving habits is to make saving a regular part of your life, along with spending.
Here is the rule you should remember: save before spending. Whenever some money gets into your hands, from a job or your pocket money or whatever, take your savings out immediately, before spending any of the money. The beauty of this system is that if you take away your savings, you are free to spend the rest.
Here are some more suggestions on how to successfully get into the saving habit from teens. Let's see!
Tony,13: I put my money in a bank instead of my wallet, so the money is not there. And I have to take an extra step to get it.
Bill,14: When considering a major purchase , wait a week or so, at least. This will help you make sure if you still want it, and the price might go down.
Dick, 13: Carry very little money always. You can't spend money if you don't have it. A cake would be nice, but without a dollar, you can't get it. Little things like that really add up quickly.
Steve,16: I used to be weak when it came to money. I bought something whenever I went into a store. I'm glad I'm not that person now. I taught myself discipline by keeping a $20 bill in my pocket while waking around the mall all day and not buying anything. Now I have no strong wish to buy things when I go into a store. It works for me.
These ideas should help you get started. If you have some questions about anything you've read here, or would like to share your ideas about saving money, please write to us.",A,How does Tony advise you about saving money?,"['By keeping money in a bank.' 'By putting money in a wallet.'
 'By making it easy to get your money.' 'By buying little things.']",How does Tony advise you about saving money when you can save 100% of your birthday money?,C,condition_scope,high
middle5677.txt,"A boy and his father were walking in the mountains. Suddenly the boy fell,hurt himself,and cried,""AAAhhhhhhhhh!!!"" To his surprise,he heard the voice repeating ,somewhere in the mountain,""AAAhhhhhhhh!!!"" Then the boy shouted,""Who are you?"" He received the answer,""Who are you?""He got angry at the answer,so he shouted,  ""Foolish!""He received the answer,""Foolish!""
He looked at his father and asked,""What'sgoing on?""The father smiled and said,""My son,listen,""And then he shouted to the mountain,""Ilove you!""The voice answed,""Ilove you!"" Again the man cried,""You are the best!"" The voice answed,""You are the best!""
The boy was surprised,but did not understand. Then the father explained ,""People call this 'ECSO',but really this is Life.It gives you back everything you say or do. Our life is just a reflection of what we have done. If you  want more love in the world,have more love in your heart. If you want to be successful,work hard. This can be used in everything in life. Life will give you back everything you have given to it.",C,The father shouted to the mountain to  _  .,"['find out who was repeating his voice'
 'have fun with other people in the mountain'
 'show more examples to his son before giving him the answer'
 'let his son know whose voice was louder']",The father shouted to the mountain to  _   in order to teach his son a lesson.,D,condition_scope,high
middle5627.txt,"Jack had gone to the university to study history, but he kept playing all the time and at the end of his first year, his history professor failed him in his exams. He was so poor at his subject that he would have to leave the university. However, his father made up his mind that he would go to see the professor to ask him to let Jack go on his studies the next year.
""He's a good boy,"" said the father, ""and if you let him pass this time, I'm sure he'll improve a lot next year and pass the exam at the end of it really well.""
""No, no, that's quite impossible."" said the professor at once, ""Do you know, last month I asked him when Napoleon  had died, and he didn't know!""
""Please, sir, give him another chance."" said Jack's father. ""You see, I'm afraid we don't take any newspapers in our house, so none of us even know that Napoleon was ill.""",B,What will you say to Jack?,"['Actions speak louder than words.' 'No pain, no gain.'
 'Burn the candle at both ends.' 'A friend in need is a friend indeed.']",What will you say to Jack if he wants to stay at the university?,C,condition_scope,high
middle1314.txt,"People go to work in different ways. They work from Monday to Friday.Some people go to work on foot because they live near their workplaces. Some people go to work by bike because they live far from their workplaces,or they like riding bikes. They think it's good for their health. Today more people have own cars,so they can go to work in their cars. In the south of China,many people even go to work by boat because water is around their houses. Will people go to work by plane? I think so,if necessary.",A,Today more people go to work   _  .,['by car' 'by bus' 'by subway' 'on foot'],Today more people go to work   _   when they need to get there quickly.,B,condition_scope,high
middle2850.txt,"Having friends, and finding new friendships is an important developmental task for preteens and teens. While they have learned to play well with others during their childhood, developing independent friendships is a different thing. Preteens and teens will be allowed to use their own resources to decide whether to be someone's friend or not, instead of being taught by their parents. Parents must give their teenagers some freedom in choosing who they want to hang out with.
You can help your teens to choose their friends, although it's your teenagers who make the final decision. You can use teachable moments to talk about what makes a good friend. Here are some points to remember when you talk about friendships with your teenagers:
1) You are allowed to have many friends;
2) Honesty is important in a friendship;
3) Friends sometimes hurt each other, but they can say sorry and forgive ;
4) Friends can influence each other, sometimes they will help you but sometimes they will hurt you, too.
5) Who you choose to be your friend is important, so choose wisely;
6) It takes many learned skills to make and keep a friendship, and it also takes many skills to end a friendship;
7) It is okay and even helpful to make friends with the opposite gender ;
8) It takes time to make a good friend, but it is worth the effort;
9) Spending time together will help you get to know your friends well and you will feel comfortable sharing feelings;
10) A good friendship will make you feel good about yourself.",B,What should their parents do when teenagers make friends?,"['Do nothing but give them all the freedom.'
 'Talk with them and give some help.'
 'Decide and choose friends for them.'
 'Stop them from making friends with opposite gender.']",What should their parents do when teenagers make friends and want more freedom?,C,condition_scope,high
middle3521.txt,"108 Wensan Road London, 85 A 100  England
March 1st, 2013
Dear Lin Tao,
I am writing to you in English. I hope you can understand  it.
I love studying in London and I have many new friends. Most of them are my classmates. From Monday to Friday, we have English, math, physics and P. E. in the morning. I like English and physics, because they're interesting. I don't like math. It's too boring. At noon, I have to have lunch at school because my home is far from my school. We usually have two classes in the afternoon--art and politics. We finish our classes at 3:30 p. m. After school, my friends and I always play football on the playground. And then we go home by bus.
On weekends, we have no classes. We often go to the park and sometimes we go to the movies in the evening. We see movies twice a month. I like some famous  actors like Jackie Chan.
Oh, I have no time to write more. Please write back soon.
Best wishes,
Wang Gang
,.",C,How does Wang Gang go home every day?,['On foot.' 'By bike.' 'By bus.' 'By car.'],How does Wang Gang go home every day after school in London?,D,condition_scope,high
middle6854.txt,"It is very important for children to get to school safely and on time every day. Luckily, there is a new program called Free Home to School Transport . It gives children free rides to school. But to enjoy the free trip. Children have to qualify .
Children can take free home to school transport if they:
*are between 5 and 16 years old
*are going to the nearest school
*live far away from school
No matter how far away children live from school, they Can take the free transport if they have walking problems or there is no safe road for them. A safe road usually has crossings, lights and should be clean.
Also, there are still free home to school _ for children in poor families and children with special educational needs, you can find out more on the Internet and see if your children are qualified.",A,"According to the passage, it is very important for children not to be   _  for school every day.",['late' 'away' 'early' 'ill'],"According to the passage, it is very important for children not to be   _  for school every day when they take the free school bus.",C,condition_scope,high
middle6472.txt,"My name is Dan and I have two brothers, Bob and Ray .We like hamburgers for lunch.
Bob and I like French fries , but Ray doesn't . I don't like eggs for breakfast, but Bob and Ray
Do. I like fruit for breakfast .We really like chicken and salad for dinner.",B,_    likes fruit for breakfast .,['Bob and Ray' 'Dan' 'Bob' 'Ray'],_    likes fruit for breakfast when there is also bread to eat.,D,condition_scope,high
middle1609.txt,"Rent a room
Spare room? Not only will a lodger   earn you some money, but also, thanks to the government-backed ""rent a room"" program, you won't have to pay any tax   on the first PS4,500 you make per year. Try advertising your room on Roomspare or Roommateeasy.
Make money during special events
Don't want a full-time lodger? Then rent on a short-term basis  . If you live in the capital, renting a room out during the Olympics or other big events could bring in money. Grashpadder can advertise your space.
Use your roof  
You need the right kind of roof, but some energy companies pay the cost of fixing solar equipment (aroundPS14,000), and let you use the energy produced for nothing. In return, they get paid for unused energy fed back into the National Grid. However, you have to sign a 25-year agreement with the supplier  , which could prevent you from changing the roof.",D,"If you want to use energy free, you have to   _  .","['sign an agreement with the government'
 'pay around PS14,000 for the equipment'
 'sell the roof to some energy companies'
 'keep the roof unchanged for within 25 years']","If you want to use energy free, you have to   _   on your roof first.",B,condition_scope,high
middle2801.txt,"If you go into the forest with friends, stay with them .If you don't, you may get lost. If you do get lost, this is what you should do. Sit down and stay where you are. Don't try to find your friends. Let them find you. You can help them to find you by stay in one place.
There is another way to help your friends or other people to find you. Give them a signal outing or whistling   three times. Stop. Then shout or whistle three times again. Any signal given three times is a call for help.
Keep on shouting or whistling, always three times together. When people hear you, they will give two shouts or two whistles. When a signal is given twice, it is an answer to a call for help.
If you don't think that you will get help before night comes, try to make a small room with branches. 
What should you do if you get hungry or need drinking water? You would have to leave your little branch room to look for something to eat and drink. Don't just walk far away. Pick up small branches and drop them as you walk so that you can find your way back.
The most important thing you need to do when you are lost ---stay in one place.",C,"When you hear two shouts or whistles, what does that mean?","['Some animals are coming.' 'Someone is calling for help.'
 'People will come to help you' 'Someone is lost.']","When you hear two shouts or whistles, what does that mean if you are already staying in one place?",B,condition_scope,high
middle2801.txt,"If you go into the forest with friends, stay with them .If you don't, you may get lost. If you do get lost, this is what you should do. Sit down and stay where you are. Don't try to find your friends. Let them find you. You can help them to find you by stay in one place.
There is another way to help your friends or other people to find you. Give them a signal outing or whistling   three times. Stop. Then shout or whistle three times again. Any signal given three times is a call for help.
Keep on shouting or whistling, always three times together. When people hear you, they will give two shouts or two whistles. When a signal is given twice, it is an answer to a call for help.
If you don't think that you will get help before night comes, try to make a small room with branches. 
What should you do if you get hungry or need drinking water? You would have to leave your little branch room to look for something to eat and drink. Don't just walk far away. Pick up small branches and drop them as you walk so that you can find your way back.
The most important thing you need to do when you are lost ---stay in one place.",A,"What shouldn't you do, if you get lost in the forest?","['Walk everywhere to find your friends.'
 'Sit down and stay where you are.' 'Make a small room with branches.'
 'Try to find something to eat and drink']","What shouldn't you do, if you get lost in the forest and feel very hungry?",D,condition_scope,high
middle348.txt,"20Today it is found that school students hardly pay much attention to sports. Is it because they aren't interested in sports? No. They often say they have other more important things to do.
What are these important things? Examinations! Students have to spend much time on all kinds of examinations at school. So many of them almost become bookworms  . Books stop them from doing sports. Because of the pressure from their parents and teachers, the students have to work harder and spend most of their time on books. As for (......) the students, they want to get good results so that they can improve their studies. So it is necessary for them to give all of their free time to their studies and stop their school sports.
In fact, education can't go without physical   exercises, because a quick mind hardly goes along with a weak body. If you don't have a strong body, you can never get anything, let alone   a great success in your life.",B,The writer thinks the students should  _  .,"['work hard all day and all night'
 'have all kinds of sports after studying' 'do not have sports'
 'spend the free time on the studies and give up the sports.']",The writer thinks the students should  _   instead of giving up sports completely.,C,condition_scope,high
middle1248.txt,"When you read an article you will understand and remember it better if you can work out how the writer has put the ideas together.Sometimes a writer puts ideas together by asking questions and then answering them.For example,if the article is about groundhogs ,the set of questions in the writer's head might be:
What does a groundhog look like?
Where do groundhogs live?
What do they eat?...
In the article,the author might answer those questions.
Sometimes an author writes out her questions in the article.These questions give you signals.They tell you what the author is going to write next.Often an author has a question in her head but she doesn't write it out for you.You have to work out her question for yourself.Here's a sample reading for you to practice this method.
Earthworms
Do you know how many kinds of earthworms there are?There are about 1800 kinds in the world! They can be brown,purple,green.They can be as small as 3 cm long and as large as 3 m long.
The best time to see earthworms is at night,especially a cool,damp night.That's when they come up from their burrows to hunt for food.Earthworms don't like to be in the sun.That's because they breathe through their skin,and they can't breathe if their skin gets too dry.Earthworms must come out of the earth if it rains a lot,because they can't breathe in their flooded burrows.What a dangerous life!
Earthworms don't have eyes,so how can they tell when it's dark? They have special places on their skin that are sensitive to light.These spots tell whether it's light or dark.If you shine a flashlight on an earthworm at night,it will quickly disappear into the ground.
Earthworms don't have ears either,but they can hear by feeling movements in the earth.If you want to hear like an earthworm,lie on the ground with your fingers in your ears.Then have a friend stamp his or her feet near you.This is how earthworms feel birds and people walking,and moles digging,near them.
Earthworms are useful.Farmers and gardeners like having lots of earthworms in their land because the worms help to make better soil when they dig.That digging keeps the soil loose and airy .In one year earthworms can pile up as much as 23,000 kg of castings in an area about the size of a football field.",B,How can you understand Earthworms better according to this passage?,"['Read, ask and answer questions in your own head while reading.'
 ""Read to work out all the questions in the writer's head while reading.""
 'Read and check all the things that are not clear to you again and again.'
 'Read for general ideas and discuss or compare with other similar topics.']",How can you understand Earthworms better according to this passage when you read it by yourself?,A,condition_scope,high
middle999.txt,"My name is David and I have two brothers, Mark and Bruce. We like hamburgers for lunch. Mark and I like French fries, but Bruce doesn't. I don't like eggs for breakfast, but Mark and Bruce do. I like fruit for breakfast. We really like chicken and salad for dinner.",B,_   likes fruit for breakfast.,['Mark and Bruce' 'David' 'Mark' 'Bruce'],_   likes fruit for breakfast when there is also bread to eat.,D,condition_scope,high
middle1568.txt,"Trees are useful to man in three very important ways. The first important way is that they provide man with food, wood and other products. Trees provide not only man with food, but also many animals with food. Without trees many animals could not live on the earth. It's not easy for man to live on the earth, either.
The second important way is that trees give us shade. On a hot summer day, people are eager to have a rest under the shade of a tree after they have walked a long way. You can imagine how important the shade of a tree is to man and to animals.
The third important way is that trees help to prevent drought and floods . However, in many parts of the world, man has not realized the third important way. _ has cut trees down in large numbers. In the end he finds that he has lost the best friends he had.",D,"On a hot summer day,  _  .","['people are eager to have a rest' 'people usually walk a long way'
 ""animals don't need shade""
 'the shade of a tree is very important to man and to animals']","On a hot summer day,  _   when people walk a long way.",C,condition_scope,high
middle206.txt,"Why do we come to school? Most of us may say we come to school to study. But to study needs a right way, or you either waste the time or the money. The following are the ways for studying.
The best time for reading is morning. In the morning the air is fresh and the mind is clear. For that reason we can get good results.
In studying we must have patience . If we have not known a text well, we must read it again. We should not read the next one until we have learned the first one well.
When we are studying, we must put our hearts into the books, or we can get nothing from the books while we are reading.
We must always ask ""whys"". If it is not well understood, write it down and ask our teachers or our parents, brothers or friends. In any possible way, we must know it completely and what we have learned can be used well and made better.
Though there are many ways for studying, yet what I have said above will be enough if we can keep them in heart and do so.",C,"Always asking ""whys"" in reading can help us   _  .","['write down the questions' 'read in the afternoon'
 'understand the book better' ""remember what we've learned""]","Always asking ""whys"" in reading can help us   _   when we don't understand something.",D,condition_scope,high
middle5901.txt,"Many families do not eat very healthy food now . If   you do not eat good food ., then you are not healthy . Doctor Smith from the hospital says that people need   to eat a lot of healthy food in this order   :
Rice and noodles .
Fruit , such as oranges and apples , and vegetables , such as carrots , tomatoes and potatoes .
Meat , such as pork , chicken , beef and fish .
Doctor Smith says that people should not   eat unhealthy food like hamburgers , candy chocolate or ice cream , or have some drink such as cola . And they should drink milk , juice or water .
So , to stay healthy and away from hospital , eat only healthy food !",D,What does Doctor Smith advise   people to do in the passage ?,"['To eat more meat .' 'To be away from  hospital .'
 'To drink less   cola .' 'To eat only healthy food .']",What does Doctor Smith advise   people to do in the passage if they want to be healthy?,C,condition_scope,high
middle278.txt,"A teacher stood in front of his history class of twenty students just before handing out the final exam. His students sat quietly and waited for him to speak.
""It's been a pleasure teaching you this term,"" he said. ""You've all worked very hard, so I have a pleasant surprise for you. Everyone who chooses not to take the final exam will get a 'B' for the course.""
Most of the students jumped out of their seats. They thanked the teacher happily, and walked out of the classroom. Only a few students stayed. The teacher looked at them. ""This is your last chance,"" he said. ""Does anyone else want to leave?"" All the students there stayed in their seats and took out their pencils.
The teacher smiled. ""Congratulations  ,"" he said. ""I'm glad to see you believe in yourselves. You all get A.""",A,Why did some students stay in their seats?,"['Because they wanted to take the exam.'
 'Because the teacher told them to stay in their class.'
 'Because they were afraid to leave.'
 ""Because they didn't have anything to do.""]",Why did some students stay in their seats when the teacher offered them a free C?,C,condition_scope,high
middle7468.txt,"My mother used to say things just to make me mad. Like most teenagers, I thought I knew everything. And what I didn't know, I didn't want to be told. For example, if I said I was going to a movie, my mother would roll her eyes. On my way out, she'd shout, "" _ You don't want to learn that the hard way!"" I didn't know what that meant. I thought she just wanted me to stay at home.
Many years later I had three teenagers of my own. They thought they knew everything. I would say the same things to them like my mom. That's when I first saw it. My mother wasn't trying to help me.
Why do we always have to learn things ""the hard way""? Why can't we just accept our elders' wisdom? It's a good lesson for anyone. Clearly, I still haven't learned it.
Yesterday, I stepped out of the shower when I heard my cell phone ringing in the kitchen. Grabbing a towel, I ran through the house. I grabbed the phone and hit my left foot against the table. The X-ray showed that I'd broken two toes.
We all need to slow ourselves down once in a while, before something bad does it for us. My mother was right about a lot of things. I wish I could have told her.",C,The writer felt   _   when mother used to say things.,['happy' 'nervous' 'angry' 'Surprised'],The writer felt   _   when mother used to say things that he didn't want to hear.,B,condition_scope,high
middle1029.txt,"Three men traveling on a train began a conversition about the world's greatest wonders.
"" In my opinion,"" the first man said, "" the Egyptian pyramids are the world's greatest wonder. Although they were built thousands of years ago, they are still standing. And remember: the people who built them had only simple tools. They didn't have the kind of machinery that builders and engineers have today.
"" I agree that the Egyptian pyramids are wonderful,"" the second man said, "" But I don't think they're the greatest wonder. I believe computers are more wonderful than the pyramids. They have taken people to the moon and brought them back safely. They carry out mathematical calculations in seconds that would take a person a hundred years to do.""
He turned to the third man and asked, "" What do you think is the greatest wonder in the world?""
The third man thought for a long time, then he said, "" Well, I agree that the pyramids are wonderful, and I agree that computers are wonderful, too. However, in my opinion, the most wonderful thing in the world is the thermos .""
And he took a thermos out of his bag and held it up.
The other two men were very surprised. "" A thermos?"" they exclaimed , "" But that's a simple thing.""
"" Oh, no, it's not,"" the third man said, "" in the winter you put in a hot drink and it stays hot, in the summer you put in a cold drink and it stays cold. How does the thermos know whether it is winter or summer?""",C,The third man thought a thermos was the most wonderful thing in the world because   _  .,"['it lasted longer than the pyramids' 'it cost less than a computer'
 'he thought it knew whether it was winter or summer'
 'the other two men were surprised when he told them about it']",The third man thought a thermos was the most wonderful thing in the world because   _   when he used it.,A,condition_scope,high
middle6194.txt,"Han Bin, a 15-year-old Chinese boy, likes eating snacks very much.He prefers cream   biscuits, McDonald's food and Beijing roast duck.Sometimes he eats two packages of biscuits a day.As a result, he becomes fatter and fatter.
Today in China, there are many children like Han Bin.They like snacks.They don't eat enough healthy food like vegetables and fruit.It's bad for their health.Bad eating habit is a serious   problem.
Health experts   say that children should have healthy eating habits.First, they must eat regular meals and have a good breakfast.Then, they should have different kinds of foods, such as fruit, vegetables, eggs, milk, meat and so on.Third, children shouldn't eat too many snacks and too much fried food. They are delicious, but eating too much of them is unhealthy.
If children do as the experts say, they won't become fat.They will be healthier.And they will have enough energy to study well.",B,_   is (are) good for our health according to the passage.,['Fast food' 'Vegetables and fruit' 'Snacks' 'Fried food'],_   is (are) good for our health according to the passage if we choose carefully.,C,condition_scope,high
middle6453.txt,"This is a special class. The students come from different countries. Some come from America. Others come from Canada, Japan, Australia and England. They speak different languages,but all of them can speak English. They are good friends. They study together, play together and live together. They help each other. All the teachers of this class are Chinese, but they can speak English. They are very kind and friendly. They work hard. The students in this class study Chinese cooking and Chinese gongfu.
All the students like China. They say China is a great country and the Chinese people are very friendly. And they are happy in China.
,.",C,What language can all the teachers speak?,['Only Chinese' 'Only English' 'Chinese and English' 'Only Japanese'],What language can all the teachers speak when they communicate with the students?,B,condition_scope,high
middle5436.txt,"Kinsale may be one of the smallest towns in Southern Ireland, and it's also one of the most famous towns. It is well known for its wonderful fish restaurants. Some of the best known chiefs in the world have practiced in the restaurants there. The town itself is very beautiful in Southern Ireland by the sea. Here it is cooler in summer than other island towns. A big building overlooks the town and it is one of the most beautiful in the whole country. To the north of the town there is a high mountain standing in the country. The town is very beautiful, with its many craft shops and narrow cobbled streets. Most travelers visit Kinsale for its fish restaurants, which are family owned. This means that the service is better than that in other restaurants. People are more welcoming there than those anywhere else. The food may be expensive but you'll have one of the most pleasant evenings in your life there. So go ahead and visit Kinsale.",B,The food in the restaurants may be   _  .,['cheap' 'expensive' 'salty' 'spicy'],The food in the restaurants may be   _   if you want to enjoy the best fish there.,A,condition_scope,high
middle2491.txt,"If you do not use your arms or your legs for some time, they will become weak, when you start using them again, they slowly become strong again. Everybody knows that. Yet many people do not seem to know that memory works in the same way.
When someone says that he has a good memory, he really means that he keeps his memory in practice by using it. When someone else says that his memory is poor, he really means that he does not give it enough chance to become strong.
If a friend says that his arms and legs are weak, we know that it is his own fault. But if he tells us that he has a poor memory, many of us think that his parents may be blamed , and few of us know that it is just his own fault. Have you ever found that some people can't read or write but usually they have better memories ? This is because they cannot read or write and they have to remember things, they cannot write them down in a small notebook. They have to remember days, names, songs and stories, so their memory is the whole time being exercised.
So if you want to have a good memory, learn from the people: practise remembering things in a way as other people do.",D,"If you do not use your arms or legs for some time,   _  .","[""you can't use them any more"" 'they will become stronger'
 'they become weak but they slowly become strong again'
 ""they become weak and won't become strong until you use them again""]","If you do not use your arms or legs for some time,   _   just like your memory.",B,condition_scope,high
middle1901.txt,"Hello, everyone! My name is Betty. I'm thirteen years old. I'm in Class Two, Grade Seven. This is our school.
There are 800 students in my school. There are twenty-four classrooms in our school. In our school we have a big library. It's behind our classrooms. There are many books in it. We can read them and learn a lot from them. The science building is near the library. There are some science labs in it. The playground is between the science building and the dining hall. We often have our lunch in the dinning hall. It's our playground. After school, we can play football on the playground. Some of us love running. We can also run there.",B,We can    _   on the playground.,['play basketball' 'play football' 'play table tennis' 'swim'],We can    _   on the playground after class.,C,condition_scope,high
middle7292.txt,"When people talk about air pollution, they usually think of smog, acid rain ,and other forms  of outdoor air pollution. But did you know that air pollution also is inside homes, offices, hotels and other buildings?Indoor air pollution is more serious. The air in your home can be 2 to 100 times  more polluted than the air outdoors!In fact, some American doctors say that 50% of illnesses have something to do with polluted indoor air. Indoor air pollution is bad for our health in many ways. Young children and the old often suffer  more from air pollution. People with health problems may also suffer more when the air is polluted. Indoor air pollution can be bad for people's eyes, nose and throat. Air pollution, both indoor and outdoor, can also lead to cancer, heart disease, and even bad for the brain!In the great London fog in 1952, 4,000 people died in a few days because of air pollution!It is said that half a million young kids and women die each year in India because of indoor air pollution!
There're many ways to reduce  indoor air pollution. Here are some of them and see if they can help you:
Increase outdoor air coming indoors and open your windows for 15 to 30 minutes each day.
Turn off all the lights and fans when you don't need them.
Share your room with others when the air conditioner is running.
Don't smoke and try to stop your family members from smoking. People who smoke are going to have trouble breathing and even die someday. If you're smart, don't ever start.
Environment-friendly products, such as water-based paints pollute less and work well.",B,How many ways does the writer talk about to reduce indoor air pollution?,['Four.' 'Five.' 'Six.' 'Seven.'],How many ways does the writer talk about to reduce indoor air pollution at home?,C,condition_scope,high
middle183.txt,"An artist who did not have much money, but was a very kind man, was coming home by train one day. He gave his last few coins to a beggar, but then he saw another one, and forgot that he did not have any money. He asked the man if he would like to have lunch with him, and the beggar accepted, so they went into a small restaurant and had a good meal. At the end, the artist could not pay the bill, of course, so the beggar had to do so.
The artist was very unhappy about this, so he said to the beggar, ""Come home with me in a taxi, my friend, and I'll give you back the money for money.""
""Oh, no!"" the beggar answered quickly. ""I had to pay for your lunch, but I'm not going to pay for your taxi home either!""",D,"While going home one day, the artist forgot about   _  .",['his wallet' 'his train ticket' 'his coins' 'his own trouble'],"While going home one day, the artist forgot about   _   after seeing the beggar.",A,condition_scope,high
middle6535.txt,"Tommy hated school and was always looking for excuses  not to go.If he sneezed, he asked his mother to write a note saying he had a cold.If he had a headache, he asked his mother to take him to the doctor during school hours.
He spent more time at home than he did at school.On the days that he did go to school, he looked for excuses to come home early.One morning he came home when the lessons were only half finished.His father was surprised.
""You've come home early,"" he said. ""Is the school closed today?""
""No, Dad, "" Tommy said - ""It's open. I came home early.
""How did you do that?"" his father asked him. ""What did you say to the teacher?""
""I told her that I had a new baby brother and that I had to come home and help you . ""
""But your mother has had twins,"" his father said, ""a boy and a girl. You've got a baby brother and a baby sister.""
""Yes, I know, Dad, "" Tommy said. ""I'm saving up my baby sister for next week """,B,"When he did go to school,he   _  .","['was always later' 'tried to leave early' 'was always sick'
 'was very happy']","When he did go to school,he   _   during lessons.",C,condition_scope,high
middle3908.txt,"When you were very young, you liked to play with your friends. Did you find that playtime was always more fun when everyone shared the toys? Everyone got a turn. No one was left out.
That's a life lesson that changes as you get older. As you grow up, you begin to understand that others have less than you do - in China and in the world. And that those of us who ""have"" things should help those who "" have less"" than we do. The idea of sharing _ 
At your age, you can ""share"" with people in need in three ways.
1. You can give them a part of your money. Many adults do that regularly.
2. You can share items you no longer use, such as clothing and toys. You can pass them onto others who cannot buy them.
3. You can help people by giving your time and your energy.
The last one is also called volunteering. Volunteering is about giving your time to take part in activities that will help others. Every year, many thousands of volunteers in the world give the most valuable gift of all. They give their time. They give their talent. They give of themselves. And they are enjoying it. Volunteering isn't just about work. It's about fun too.
,.",B,What do children think was more fun when they played with friends?,"['They could have more toys than other children.'
 'Every child could have a toy and they played together.'
 'Some children were left out with no toys.'
 'They had more friends to play with.']",What do children think was more fun when they played with friends and shared their toys?,A,condition_scope,high
middle4925.txt,"Hi, friends! Welcome to our Family Rock Band. There are four members in our band. They are Wangwang, Mimi, Yingying and I. Wangwang is my dog. It can sing and dance. Mimi is my cat. It can't dance but it can sing and do Chinese kung fu. Yingying is a parrot . It can sing very well. I can play the guitar. When I play the guitar, they sing and dance. We have a show in our home every Sunday evening. Many boys and girls come to my show. They like it very much.",C,Mimi can   _  .,"['play the guitar' 'sing and dance' 'sing and do Chinese kungfu'
 'sing well']",Mimi can   _   when she is on the stage.,B,condition_scope,high
middle5723.txt,"One day when Jack was walking in the park, he saw a woman, who lived a few miles away, sitting on a bench  with a dog beside her. The dog was looking up at the woman.
Jack walked up to the woman and said, ""Hello, Sue, how are you? May I sit and talk with you for a while?"" ""Of course, please sit down,"" Sue said. Jack sat down next to Sue on the bench, and they talked quietly together. The dog continued to look up at Sue, as if waiting to be fed.
""That's a nice dog, isn't he?"" Jack said, pointing  at the animal.
""Yes, he is. He's handsome. He's a bit of a mixture , but that's not a bad thing. He's strong and healthy.""
""And hungry,"" Jack said. ""He hasn't taken his eyes off you. He thinks you've got some food for him.""
""That's true,"" Sue said. ""But I haven't.""
They both laughed and then Jack said, ""Does your dog bite?""
""No,"" Sue said, ""He's never bitten anyone. He's always gentle and friendly.""
Hearing this, Jack decided to hold out his hand and touched the animal's head. Suddenly it jumped up and bit him.
""Hey!"" Jack shouted. ""You said your dog didn't bite.""
Sue answered in surprise, ""Yeah, I did. But this is not my dog. Mine's at home.""",C,Jack touched the dog because he believed   _  .,"['the dog was friendly' ""Sue's dog was unfriendly""
 'the dog belonged to Sue' ""Sue's dog was at home""]",Jack touched the dog because he believed   _   after talking with Sue.,A,condition_scope,high
middle3485.txt,"Tom is a schoolboy. He is only seven years old, but he is very busy on weekdays. One Saturday he decided to relax himself, so he went to the cinema.
It was the first time for him to do that. He bought a ticket and then went in. But after two or three minutes he came out, bought a second ticket and went in again. After a few minutes he came out again and bought a third ticket. Two or three minutes later he came out and asked for another ticket. Then the girl in the ticket office asked him,""Why did you buy so many tickets? How many friends did you meet?""Tom answered, ""No, I have no friends here. But a big boy always stops me at the door and tears  my ticket.""",C,Tom wanted to buy  _  when the girl asked him why.,['a second ticket' 'a third ticket' 'a fourth ticket' 'a fifth ticket'],Tom wanted to buy  _  when the girl asked him why he needed another ticket.,B,condition_scope,high
